topology,replication,seed,alpha,final_alignment,mean_alignment
WS,49,1942389,0.9,0.34664108845831115,0.3814496624977859
BA,0,1942340,0.3,0.14256340799936915,0.2801229639687523
BA,0,1942340,0.5,0.0801409854835435,0.23621544728411062
BA,0,1942340,0.7,0.05000815133074429,0.21408675370229485
BA,0,1942340,0.9,0.04212477270636036,0.20892259083077425
BA,1,1942341,0.3,0.18738607201432048,0.32431094323808995
BA,1,1942341,0.5,0.14262795929532973,0.28164182803701604
BA,1,1942341,0.7,0.10663111483458736,0.24544100518921744
BA,1,1942341,0.9,0.08126775347032161,0.22161280430862101
BA,2,1942342,0.3,0.24483058533315383,0.3516048661397494
BA,2,1942342,0.5,0.1732209516314005,0.30308791110794675
BA,2,1942342,0.7,0.07911000890152202,0.2252941477469726
BA,2,1942342,0.9,0.03749399402178264,0.18884232115781358
BA,3,1942343,0.3,0.1656195362299765,0.22934706753411252
BA,3,1942343,0.5,0.1275094296418322,0.19409472431800015
BA,3,1942343,0.7,0.0785068329437591,0.15152055814374651
BA,3,1942343,0.9,0.06610182411240226,0.14053735184326616
BA,4,1942344,0.3,0.6981667027085842,0.7171281622434456
BA,4,1942344,0.5,0.5207493819315852,0.5405899310276627
BA,4,1942344,0.7,0.2333948629903608,0.28121455818191304
BA,4,1942344,0.9,0.1842588035255127,0.2401257364209302
BA,5,1942345,0.3,0.35752008383699496,0.509788846191215
BA,5,1942345,0.5,0.2674994028551275,0.4062785992032123
BA,5,1942345,0.7,0.13667845373451232,0.2902143633715399
BA,5,1942345,0.9,0.03931684474397739,0.20771515755778167
BA,6,1942346,0.3,0.49114920471977264,0.5420566866979937
BA,6,1942346,0.5,0.32899045449101594,0.39644075186352773
BA,6,1942346,0.7,0.1461310370103747,0.2391713081120781
BA,6,1942346,0.9,0.09201027345495083,0.19009498597376645
BA,7,1942347,0.3,0.35988838737416234,0.42649745758566193
BA,7,1942347,0.5,0.28974611957842344,0.3618458223749166
BA,7,1942347,0.7,0.20346906845008955,0.28119316008073253
BA,7,1942347,0.9,0.16957903478090014,0.253311446963463
BA,8,1942348,0.3,0.31895494454244155,0.40739800544936344
BA,8,1942348,0.5,0.258324176048837,0.3525043217792267
BA,8,1942348,0.7,0.13879852683247706,0.24265382787622053
BA,8,1942348,0.9,0.12120530086057493,0.22820724920090832
BA,9,1942349,0.3,0.29524517708823395,0.35261410975274526
BA,9,1942349,0.5,0.26277941019170864,0.3235503736239367
BA,9,1942349,0.7,0.11686815636413897,0.19073301361487388
BA,9,1942349,0.9,0.09200651442192702,0.16843484802443592
BA,10,1942350,0.3,0.20352324076521236,0.32706635723311567
BA,10,1942350,0.5,0.17700993839323068,0.30958953314037413
BA,10,1942350,0.7,0.15654181854478633,0.2829636434413553
BA,10,1942350,0.9,0.14691387385951868,0.2698759224047708
BA,11,1942351,0.3,0.24012921550485863,0.32877963196649035
BA,11,1942351,0.5,0.17293042324842123,0.27214452392437366
BA,11,1942351,0.7,0.0699954030872996,0.17554896923606483
BA,11,1942351,0.9,0.039286865367997165,0.1442426884949756
BA,12,1942352,0.3,0.26730145903363933,0.4378487404315296
BA,12,1942352,0.5,0.1870161480642771,0.3643557643859405
BA,12,1942352,0.7,0.0857988415263398,0.2652088455345903
BA,12,1942352,0.9,0.022466250132292274,0.20554168703440806
BA,13,1942353,0.3,0.28976857470795303,0.3536113403314848
BA,13,1942353,0.5,0.2768499653658544,0.34813167916281534
BA,13,1942353,0.7,0.10777300447283113,0.20170201701890345
BA,13,1942353,0.9,0.08739895008661286,0.1851415992293076
BA,14,1942354,0.3,0.6337222301149451,0.666423108056179
BA,14,1942354,0.5,0.4848048620473421,0.5316972817929319
BA,14,1942354,0.7,0.17677253039035615,0.2656413129994134
BA,14,1942354,0.9,0.154306811888858,0.24945806867010473
BA,15,1942355,0.3,0.11308429091904056,0.26138617250251556
BA,15,1942355,0.5,0.09112168109369323,0.2373218391933572
BA,15,1942355,0.7,0.05418152777086139,0.2025221936867973
BA,15,1942355,0.9,0.01590285345211551,0.16919316903013004
BA,16,1942356,0.3,0.2911143462668227,0.4274927088206916
BA,16,1942356,0.5,0.23667984484378204,0.3748216920199918
BA,16,1942356,0.7,0.17052715043325126,0.3128337263513825
BA,16,1942356,0.9,0.14535563486091843,0.29046234726060155
BA,17,1942357,0.3,0.5702399074905912,0.6309363119034186
BA,17,1942357,0.5,0.40710235239355064,0.47987658597232313
BA,17,1942357,0.7,0.23340281258241297,0.3140230161524516
BA,17,1942357,0.9,0.18119896124970875,0.2682551111763577
BA,18,1942358,0.3,0.13243853112559856,0.2224123553468538
BA,18,1942358,0.5,0.1175079576712418,0.2093043921075518
BA,18,1942358,0.7,0.0773440277503141,0.1714046371304606
BA,18,1942358,0.9,0.050127017452663965,0.15047820863194436
BA,19,1942359,0.3,0.40705522291563306,0.46043700054812337
BA,19,1942359,0.5,0.3076478901837204,0.3718958647397746
BA,19,1942359,0.7,0.1430402139034651,0.22806504003807931
BA,19,1942359,0.9,0.12758321268448528,0.21612792580546988
BA,20,1942360,0.3,0.21838610757224558,0.28812009148167866
BA,20,1942360,0.5,0.16282779705293868,0.24232850080996043
BA,20,1942360,0.7,0.12621619526310782,0.21127298345421694
BA,20,1942360,0.9,0.08549019937776746,0.17503783294024408
BA,21,1942361,0.3,0.6477764695435311,0.682074054132372
BA,21,1942361,0.5,0.5759586033757623,0.6082142259829768
BA,21,1942361,0.7,0.383859086089145,0.41987723230240287
BA,21,1942361,0.9,0.3199481238003646,0.36221331082013225
BA,22,1942362,0.3,0.3353596313404666,0.40922825008409397
BA,22,1942362,0.5,0.28730312011695763,0.37357670740201143
BA,22,1942362,0.7,0.17663756800612163,0.2464250440343659
BA,22,1942362,0.9,0.3465141171391591,0.33514695752088
BA,23,1942363,0.3,0.45011514596392915,0.5052021273645564
BA,23,1942363,0.5,0.3455893553321759,0.41940938149308
BA,23,1942363,0.7,0.22055567114140734,0.3161176066182937
BA,23,1942363,0.9,0.18352596760183235,0.2858748551224447
BA,24,1942364,0.3,0.08830101089761365,0.2519903462681987
BA,24,1942364,0.5,0.0649228779686329,0.24086054893733932
BA,24,1942364,0.7,0.03626704611159714,0.22295321371357804
BA,24,1942364,0.9,0.01823398508198463,0.21327613626170575
BA,25,1942365,0.3,0.5151362696544167,0.5607339412677924
BA,25,1942365,0.5,0.28269642156339053,0.3565606651180597
BA,25,1942365,0.7,0.12830299250939645,0.22509127914857208
BA,25,1942365,0.9,0.0738635776351508,0.1789544846631412
BA,26,1942366,0.3,0.6442228589089817,0.6691740506003703
BA,26,1942366,0.5,0.6221917495404253,0.6512848088665437
BA,26,1942366,0.7,0.39866107563367265,0.42563296531683725
BA,26,1942366,0.9,0.34269617346750947,0.3714283246855971
BA,27,1942367,0.3,0.03341043635606087,0.17432614938697188
BA,27,1942367,0.5,0.031169168082496774,0.1757186094099529
BA,27,1942367,0.7,0.024204149165933844,0.17448691332060756
BA,27,1942367,0.9,0.022084706538900538,0.17457025575014606
BA,28,1942368,0.3,0.07510990324245743,0.2186296965477532
BA,28,1942368,0.5,0.05561621720444758,0.20249093600231816
BA,28,1942368,0.7,0.035910393287999456,0.1841551259808761
BA,28,1942368,0.9,0.027572110959320793,0.17502041237176486
BA,29,1942369,0.3,0.3980445783110234,0.49535500548306177
BA,29,1942369,0.5,0.3138500621590691,0.41399729517410694
BA,29,1942369,0.7,0.19467701670545673,0.30353221123107105
BA,29,1942369,0.9,0.14639605867276598,0.2621864225552221
BA,30,1942370,0.3,0.16577757541160235,0.37548617520833333
BA,30,1942370,0.5,0.12774277659345193,0.33518896701598055
BA,30,1942370,0.7,0.06621485440615132,0.28449956829717055
BA,30,1942370,0.9,0.015183639260538595,0.24384952546865715
BA,31,1942371,0.3,0.22813915640247917,0.3187315738849598
BA,31,1942371,0.5,0.17155012617049115,0.2585931693933644
BA,31,1942371,0.7,0.07868089721534352,0.1740601140570913
BA,31,1942371,0.9,0.025956925276330277,0.12691826980297455
BA,32,1942372,0.3,0.09625429346354819,0.21326556523045892
BA,32,1942372,0.5,0.0942678930116978,0.20758009214779194
BA,32,1942372,0.7,0.07689143360070286,0.19236175510970197
BA,32,1942372,0.9,0.06976785963679677,0.18920234783496823
BA,33,1942373,0.3,0.06971725562662145,0.29988612515232693
BA,33,1942373,0.5,0.05040869730186885,0.2853077965380251
BA,33,1942373,0.7,0.02620897509155406,0.27014105643680647
BA,33,1942373,0.9,0.014849631797317431,0.26591386701196196
BA,34,1942374,0.3,0.2715726406317345,0.3353018511390132
BA,34,1942374,0.5,0.1919745128743696,0.2605466599386859
BA,34,1942374,0.7,0.11647221522287371,0.1905220970743424
BA,34,1942374,0.9,0.07418037906311331,0.152228735348992
BA,35,1942375,0.3,0.6939802100821139,0.7367231934043688
BA,35,1942375,0.5,0.5892618578325052,0.6368245324493428
BA,35,1942375,0.7,0.31185232798522217,0.37840402746728624
BA,35,1942375,0.9,0.2524751712188487,0.323440042016037
BA,36,1942376,0.3,0.34125783462544707,0.42864721434473485
BA,36,1942376,0.5,0.25743961117038067,0.35762920966401796
BA,36,1942376,0.7,0.112419589799242,0.23553464538173913
BA,36,1942376,0.9,0.07120693625947337,0.17925159546671451
BA,37,1942377,0.3,0.31861852439950683,0.3885087435769493
BA,37,1942377,0.5,0.2931738488137736,0.3672220467810791
BA,37,1942377,0.7,0.16717155012074897,0.25900798066879543
BA,37,1942377,0.9,0.12885114020878913,0.22847758455069092
BA,38,1942378,0.3,0.06067926290684618,0.36073829781478695
BA,38,1942378,0.5,0.04780548271703617,0.3705264725985884
BA,38,1942378,0.7,0.0626092927874327,0.41443651405957477
BA,38,1942378,0.9,0.1286839766808633,0.4930271764532699
BA,39,1942379,0.3,0.31048003668735175,0.37911107858162396
BA,39,1942379,0.5,0.29471875652343993,0.364403166275914
BA,39,1942379,0.7,0.14614490844592798,0.22608955195417035
BA,39,1942379,0.9,0.10195681816553012,0.1840338974341343
BA,40,1942380,0.3,0.1874101241872049,0.31698629092335284
BA,40,1942380,0.5,0.15303700947511167,0.28074331541997644
BA,40,1942380,0.7,0.09140036356271758,0.22589444463803382
BA,40,1942380,0.9,0.07022889982924369,0.20817878784584573
BA,41,1942381,0.3,0.21344085616333863,0.2718315618047606
BA,41,1942381,0.5,0.17131457005075126,0.23638722300097834
BA,41,1942381,0.7,0.09733708345201096,0.16698029909663464
BA,41,1942381,0.9,0.07282277188525099,0.1435616763091674
BA,42,1942382,0.3,0.6340255644336535,0.7004504222185904
BA,42,1942382,0.5,0.5323348819418028,0.5927755526164349
BA,42,1942382,0.7,0.3285383955183602,0.39493230884443153
BA,42,1942382,0.9,0.26662302737039634,0.33734126414579774
BA,43,1942383,0.3,0.32976799329227535,0.4196841236253789
BA,43,1942383,0.5,0.24477043131716936,0.34237955859384706
BA,43,1942383,0.7,0.12282559674040415,0.23693844772137077
BA,43,1942383,0.9,0.0889573721862782,0.2090311772358386
BA,44,1942384,0.3,0.14375019825239266,0.22509288295217061
BA,44,1942384,0.5,0.1131658066132482,0.19585647762252598
BA,44,1942384,0.7,0.060254215279043524,0.1466780512370107
BA,44,1942384,0.9,0.027904769989939997,0.1143748408879729
BA,45,1942385,0.3,0.21909311974259085,0.30605068811634356
BA,45,1942385,0.5,0.18141096156504286,0.27446275861765723
BA,45,1942385,0.7,0.10921011307174221,0.2045124225569776
BA,45,1942385,0.9,0.0784372543244328,0.1760068817973073
BA,46,1942386,0.3,0.3576885920888407,0.41667687694099986
BA,46,1942386,0.5,0.3538500914231005,0.4093009381959447
BA,46,1942386,0.7,0.27432575667503156,0.33179435853883255
BA,46,1942386,0.9,0.24726223002763215,0.3083393278727796
BA,47,1942387,0.3,0.10963471817056217,0.19962730870111295
BA,47,1942387,0.5,0.09958291549538491,0.19329434707381155
BA,47,1942387,0.7,0.05733965222276703,0.1582262448997927
BA,47,1942387,0.9,0.04909664385098943,0.15130038716171765
BA,48,1942388,0.3,0.36100286886272887,0.43967758582865074
BA,48,1942388,0.5,0.23148082922535018,0.3137068678790266
BA,48,1942388,0.7,0.12674305949396106,0.22000924401139005
BA,48,1942388,0.9,0.08994200296546939,0.18624059838758353
BA,49,1942389,0.3,0.2446573751063152,0.32886208324424676
BA,49,1942389,0.5,0.22509484241200362,0.3157732305995949
BA,49,1942389,0.7,0.16047186382508183,0.26183667219674767
BA,49,1942389,0.9,0.1321399563034685,0.23825133218363007
RR,0,1942340,0.3,0.01743663301961773,0.1873413591050335
RR,0,1942340,0.5,0.011499773079228604,0.1885239080624428
RR,0,1942340,0.7,0.00583459773859385,0.1875383018716116
RR,0,1942340,0.9,0.004578724226816909,0.18626040146596973
RR,1,1942341,0.3,0.08447306381659989,0.24518480528960485
RR,1,1942341,0.5,0.06836976032290512,0.2324420540677712
RR,1,1942341,0.7,0.05040100588149536,0.21800608678707004
RR,1,1942341,0.9,0.038583290371585026,0.20975136564801286
RR,2,1942342,0.3,0.34995445658217844,0.4216589744982314
RR,2,1942342,0.5,0.2331951488384397,0.3198591097433588
RR,2,1942342,0.7,0.10850391444857792,0.22073904230121913
RR,2,1942342,0.9,0.05757430272167596,0.17893652415671668
RR,3,1942343,0.3,0.17774116125936545,0.261407504612586
RR,3,1942343,0.5,0.12735974147529075,0.22074318282797162
RR,3,1942343,0.7,0.07829477366962169,0.18330090562442097
RR,3,1942343,0.9,0.06305422570268825,0.1714542774255005
RR,4,1942344,0.3,1.0925375120583578,1.0750194666209842
RR,4,1942344,0.5,0.6930069268596479,0.7063716823505168
RR,4,1942344,0.7,0.3368800714158502,0.40398159569014414
RR,4,1942344,0.9,0.2514016488634145,0.337504342889455
RR,5,1942345,0.3,0.42073737870553973,0.5836923169096337
RR,5,1942345,0.5,0.2534322216863054,0.42024570713944687
RR,5,1942345,0.7,0.14466546427230095,0.3204621290414612
RR,5,1942345,0.9,0.043611551184791625,0.23998015859135313
RR,6,1942346,0.3,0.35086080323946783,0.434819426132289
RR,6,1942346,0.5,0.2569402746746893,0.3541578794897838
RR,6,1942346,0.7,0.12709259297178424,0.24226538629908367
RR,6,1942346,0.9,0.08111885474668296,0.2003586556992883
RR,7,1942347,0.3,0.4449814047695027,0.5010255575439568
RR,7,1942347,0.5,0.36661192972859874,0.42404982386741286
RR,7,1942347,0.7,0.23538962202273356,0.30408541421191526
RR,7,1942347,0.9,0.2036096144046199,0.275861713973491
RR,8,1942348,0.3,0.2792023509660006,0.3806051807291623
RR,8,1942348,0.5,0.23510589815947022,0.34163315908895664
RR,8,1942348,0.7,0.11638989992724567,0.23724416201031948
RR,8,1942348,0.9,0.10746403344579876,0.2290672494346413
RR,9,1942349,0.3,0.30064779210803466,0.4494794041497257
RR,9,1942349,0.5,0.28705487122957457,0.44053891419718866
RR,9,1942349,0.7,0.14646821192525544,0.3125696449323244
RR,9,1942349,0.9,0.09505473275114894,0.26934768738536746
RR,10,1942350,0.3,0.41141495387847493,0.5201057541797903
RR,10,1942350,0.5,0.3092035421561408,0.4380682285932243
RR,10,1942350,0.7,0.2796701691968435,0.4075042752189262
RR,10,1942350,0.9,0.2603609636950136,0.3824386116610977
RR,11,1942351,0.3,0.17728506823711088,0.2664450132891193
RR,11,1942351,0.5,0.1245286643647803,0.22027877697696222
RR,11,1942351,0.7,0.05542805495900558,0.152513281445014
RR,11,1942351,0.9,0.031385569476011746,0.12653126600194864
RR,12,1942352,0.3,0.1627215871998779,0.3323256711801022
RR,12,1942352,0.5,0.10907624909408084,0.29258876710422266
RR,12,1942352,0.7,0.047663680318077474,0.2474123065257635
RR,12,1942352,0.9,0.011441221045245116,0.22444738639668854
RR,13,1942353,0.3,0.09004371648788816,0.22297005596492442
RR,13,1942353,0.5,0.08129629757893427,0.2289528917273278
RR,13,1942353,0.7,0.03276214965066452,0.18915933549034697
RR,13,1942353,0.9,0.026271049711971108,0.18433065208035074
RR,14,1942354,0.3,0.46684967915715986,0.5109966769464076
RR,14,1942354,0.5,0.3528942418082054,0.4072625306597561
RR,14,1942354,0.7,0.1520087614615763,0.22040169560864986
RR,14,1942354,0.9,0.1296294797787151,0.20084741007518847
RR,15,1942355,0.3,0.08861097015242625,0.218812421877368
RR,15,1942355,0.5,0.07674782110710406,0.2059150238640933
RR,15,1942355,0.7,0.05107611400019851,0.17952523679124047
RR,15,1942355,0.9,0.01779428533210391,0.1483151585237017
RR,16,1942356,0.3,0.07655752218451721,0.2523968645549622
RR,16,1942356,0.5,0.07199857900572715,0.24641245392716776
RR,16,1942356,0.7,0.04286514443175517,0.21426376739937578
RR,16,1942356,0.9,0.03454798957742224,0.20658435818091234
RR,17,1942357,0.3,1.003552914591688,0.9365677800400162
RR,17,1942357,0.5,0.8081515625008231,0.7837981224259086
RR,17,1942357,0.7,0.5559527716402364,0.592211023253636
RR,17,1942357,0.9,0.3850405470781361,0.45731781253442705
RR,18,1942358,0.3,0.1123233071582535,0.20799370502088896
RR,18,1942358,0.5,0.09608116312936117,0.19405422368577221
RR,18,1942358,0.7,0.07403545313739283,0.17666026332519472
RR,18,1942358,0.9,0.04709164542560758,0.1591552230791037
RR,19,1942359,0.3,0.2430442074562332,0.355472604127193
RR,19,1942359,0.5,0.18443680874925966,0.31878143968870637
RR,19,1942359,0.7,0.08321635838246028,0.25104154717186583
RR,19,1942359,0.9,0.07460381022459744,0.24934771174830875
RR,20,1942360,0.3,0.16203924448276252,0.2606305083814955
RR,20,1942360,0.5,0.12106149177660079,0.22140016323645162
RR,20,1942360,0.7,0.08131491801160444,0.1905705082662545
RR,20,1942360,0.9,0.05651654516330733,0.1709028289385672
RR,21,1942361,0.3,0.6151810626012969,0.6695389277335361
RR,21,1942361,0.5,0.5588969368568664,0.6150439323257894
RR,21,1942361,0.7,0.3462699247946045,0.41553909422569835
RR,21,1942361,0.9,0.2892974504393608,0.3652660015806024
RR,22,1942362,0.3,0.2544726907943312,0.32722785578507374
RR,22,1942362,0.5,0.22821844686152457,0.3060104745502682
RR,22,1942362,0.7,0.29921741163468557,0.2778907029279911
RR,22,1942362,0.9,0.4528350801578097,0.37482917724074766
RR,23,1942363,0.3,0.3269846733967296,0.599353134799735
RR,23,1942363,0.5,0.22010292024650932,0.5188226699041051
RR,23,1942363,0.7,0.13922569104183558,0.45914935666078643
RR,23,1942363,0.9,0.12327017125281915,0.440916140676211
RR,24,1942364,0.3,0.273310635644915,0.40678833343674714
RR,24,1942364,0.5,0.20422667280594922,0.346906041624577
RR,24,1942364,0.7,0.11657432965079458,0.2697692056906829
RR,24,1942364,0.9,0.05895721934816174,0.22342663680016686
RR,25,1942365,0.3,0.7045314439003947,0.7398872938807798
RR,25,1942365,0.5,0.3783613503350152,0.43498403658837603
RR,25,1942365,0.7,0.1746204212112734,0.25736748953858896
RR,25,1942365,0.9,0.1002901764755985,0.19486848632886367
RR,26,1942366,0.3,0.5478881000433558,0.5845257960432626
RR,26,1942366,0.5,0.5588449824839938,0.5948426506826127
RR,26,1942366,0.7,0.35145743267340046,0.3873180791989209
RR,26,1942366,0.9,0.2885471461944062,0.3284486644816104
RR,27,1942367,0.3,0.1235458597365293,0.201106840694661
RR,27,1942367,0.5,0.11685264101984479,0.1893921626678703
RR,27,1942367,0.7,0.0883469879023719,0.16325419768395397
RR,27,1942367,0.9,0.07971714466335394,0.1555398613593706
RR,28,1942368,0.3,0.18084210510552806,0.327315781879962
RR,28,1942368,0.5,0.1736192727735251,0.31316155496977266
RR,28,1942368,0.7,0.09927400933552472,0.24678489545385324
RR,28,1942368,0.9,0.0691399568488665,0.2179707023837718
RR,29,1942369,0.3,0.4840164061017391,0.6128333229104079
RR,29,1942369,0.5,0.42872452722557414,0.5695886614621662
RR,29,1942369,0.7,0.276250505995981,0.44358259161386715
RR,29,1942369,0.9,0.18678877862161453,0.3718366099378767
RR,30,1942370,0.3,0.40323352110690014,0.5690003573542307
RR,30,1942370,0.5,0.29460077484631547,0.49915340885788817
RR,30,1942370,0.7,0.1704876428101509,0.41613352835522466
RR,30,1942370,0.9,0.09147738894212508,0.3698564283753446
RR,31,1942371,0.3,0.29196550833226204,0.413900405771819
RR,31,1942371,0.5,0.26117117318764504,0.37069990824903687
RR,31,1942371,0.7,0.10095226706166989,0.24569262685607496
RR,31,1942371,0.9,0.03399077827049821,0.19985530013024155
RR,32,1942372,0.3,0.2816628149406839,0.40321792992206185
RR,32,1942372,0.5,0.24138432129567614,0.36511505401724575
RR,32,1942372,0.7,0.17200186979099097,0.30170366861771364
RR,32,1942372,0.9,0.14740588621532213,0.2809331478613785
RR,33,1942373,0.3,0.3362606205604673,0.4931872310755659
RR,33,1942373,0.5,0.2307923886967566,0.3971495535862807
RR,33,1942373,0.7,0.12341758184463122,0.3150278599479238
RR,33,1942373,0.9,0.06709897285162818,0.28318969172170483
RR,34,1942374,0.3,0.10254091587264141,0.23564398417772867
RR,34,1942374,0.5,0.07289524957285455,0.20646268766666356
RR,34,1942374,0.7,0.04498181133253603,0.18067200412330336
RR,34,1942374,0.9,0.02776079057963495,0.16774299488685548
RR,35,1942375,0.3,0.42811147840321634,0.504711075758623
RR,35,1942375,0.5,0.41672928592632025,0.48856172757125466
RR,35,1942375,0.7,0.25229581925617356,0.32456841401292286
RR,35,1942375,0.9,0.18029076214651746,0.2562874214207301
RR,36,1942376,0.3,0.19712476116985098,0.3107199677754698
RR,36,1942376,0.5,0.1579904654043225,0.278633555504508
RR,36,1942376,0.7,0.07908255718589684,0.2163453427750044
RR,36,1942376,0.9,0.0553684445790613,0.18777989345742951
RR,37,1942377,0.3,0.21349922062569446,0.3153055296887689
RR,37,1942377,0.5,0.2028223779020646,0.3051362060059304
RR,37,1942377,0.7,0.10449890721061467,0.20879483212842354
RR,37,1942377,0.9,0.08476255901312617,0.19334765197876058
RR,38,1942378,0.3,0.0794309967213813,0.28435732041385053
RR,38,1942378,0.5,0.10616298745082647,0.3057159268482731
RR,38,1942378,0.7,0.2411280647182511,0.35019882360953547
RR,38,1942378,0.9,0.43060554312226784,0.4143082030664447
RR,39,1942379,0.3,0.24854427557674688,0.38119014285391145
RR,39,1942379,0.5,0.24430404586870877,0.36767971373359487
RR,39,1942379,0.7,0.11145829014702198,0.2507956536890681
RR,39,1942379,0.9,0.07525565931623618,0.21778969274795829
RR,40,1942380,0.3,0.22991603709329794,0.3470653993435601
RR,40,1942380,0.5,0.15136438322251367,0.2833307511665857
RR,40,1942380,0.7,0.08994610563239522,0.2359457202445703
RR,40,1942380,0.9,0.06590109614657344,0.2173681732887295
RR,41,1942381,0.3,0.12624451719287322,0.20664955070085306
RR,41,1942381,0.5,0.09887216692562273,0.18161260583735833
RR,41,1942381,0.7,0.06436866630234338,0.14686084718480666
RR,41,1942381,0.9,0.04966084161281433,0.13225961798132688
RR,42,1942382,0.3,0.5534008054692648,0.617388354606345
RR,42,1942382,0.5,0.5482324931870496,0.5975295873257215
RR,42,1942382,0.7,0.3134255707058539,0.3787552779122351
RR,42,1942382,0.9,0.2578354127409017,0.32834370874148516
RR,43,1942383,0.3,0.4993525749792181,0.5595164444544486
RR,43,1942383,0.5,0.3111691895819811,0.39558836676833514
RR,43,1942383,0.7,0.13418085677319638,0.2508425039678187
RR,43,1942383,0.9,0.09565089047517272,0.22141538209109657
RR,44,1942384,0.3,0.1452342186139521,0.2459132412132432
RR,44,1942384,0.5,0.0999304979962885,0.20599758096073803
RR,44,1942384,0.7,0.05163993677148901,0.15801315931467003
RR,44,1942384,0.9,0.02844310235213625,0.13370557368522165
RR,45,1942385,0.3,0.4013670482485622,0.43846720063441824
RR,45,1942385,0.5,0.35066220946641014,0.39138474480660856
RR,45,1942385,0.7,0.20116932340897378,0.2550897976638288
RR,45,1942385,0.9,0.14667681467847837,0.20520204042828477
RR,46,1942386,0.3,0.6298718086257208,0.6672078540114794
RR,46,1942386,0.5,0.5282488592977159,0.5660723765209604
RR,46,1942386,0.7,0.32610216698055,0.38315488605922454
RR,46,1942386,0.9,0.31931087572055983,0.3780394907847376
RR,47,1942387,0.3,0.22602429891364592,0.3067366230344269
RR,47,1942387,0.5,0.19053140422859194,0.27378706257389007
RR,47,1942387,0.7,0.11359133869255354,0.2049748663987994
RR,47,1942387,0.9,0.09448598968132423,0.18965106525823752
RR,48,1942388,0.3,0.27490963045175815,0.35828655667575593
RR,48,1942388,0.5,0.16642400707502125,0.2637725931290137
RR,48,1942388,0.7,0.09953790964299015,0.20585130249607603
RR,48,1942388,0.9,0.07627427429799814,0.18409006111292364
RR,49,1942389,0.3,0.3258567722245819,0.40025508948583816
RR,49,1942389,0.5,0.31164733108496373,0.39011560613157603
RR,49,1942389,0.7,0.19881275829188486,0.29413872337114677
RR,49,1942389,0.9,0.15911409559499431,0.26038739338027656
